,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
1078,"['LIMELIGHT', 'ALKARAMSTUDIO']","['BONANZA', 'MARIA.B']",0.022727273,0.034090909,0.011363636,0.5,14.66666667,0.010588843,1.931818182
1079,"['LIMELIGHT', 'MARIA.B']","['ALKARAMSTUDIO', 'BONANZA']",0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
1080,"['LIMELIGHT', 'ALKARAMSTUDIO', 'BONANZA']",['NDURE'],0.022727273,0.25,0.011363636,0.5,2,0.005681818,1.5
1081,"['LIMELIGHT', 'ALKARAMSTUDIO', 'NDURE']",['BONANZA'],0.011363636,0.261363636,0.011363636,1,3.826086957,0.008393595,inf
1082,"['LIMELIGHT', 'NDURE', 'BONANZA']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1083,"['ALKARAMSTUDIO', 'BONANZA', 'NDURE']",['LIMELIGHT'],0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
1084,"['LIMELIGHT', 'ALKARAMSTUDIO']","['NDURE', 'BONANZA']",0.022727273,0.056818182,0.011363636,0.5,8.8,0.010072314,1.886363636
1085,"['ALKARAMSTUDIO', 'BONANZA', 'KAYSERIA']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1086,"['ALKARAMSTUDIO', 'BONANZA', 'KHAADI']",['KAYSERIA'],0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1087,"['ALKARAMSTUDIO', 'KAYSERIA', 'KHAADI']",['BONANZA'],0.011363636,0.261363636,0.011363636,1,3.826086957,0.008393595,inf
1088,"['BONANZA', 'KAYSERIA', 'KHAADI']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1089,"['ALKARAMSTUDIO', 'KAYSERIA']","['BONANZA', 'KHAADI']",0.011363636,0.090909091,0.011363636,1,11,0.010330579,inf
1090,"['BONANZA', 'KAYSERIA']","['ALKARAMSTUDIO', 'KHAADI']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1091,"['CHENONE', 'ALKARAMSTUDIO', ' BORJAN']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
1092,"['CHENONE', 'ALKARAMSTUDIO', 'GULAHMED']",[' BORJAN'],0.022727273,0.272727273,0.011363636,0.5,1.833333333,0.005165289,1.454545455
1093,"['CHENONE', ' BORJAN', 'GULAHMED']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1094,"['ALKARAMSTUDIO', ' BORJAN', 'GULAHMED']",['CHENONE'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
1095,"['CHENONE', 'ALKARAMSTUDIO']","[' BORJAN', 'GULAHMED']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1096,"['ALKARAMSTUDIO', ' BORJAN']","['CHENONE', 'GULAHMED']",0.022727273,0.034090909,0.011363636,0.5,14.66666667,0.010588843,1.931818182
1097,"['NISHATLINEN', 'HUSHPUPPIES', 'ALKARAMSTUDIO']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1098,"['HUSHPUPPIES', 'ALKARAMSTUDIO', ' BORJAN']",['NISHATLINEN'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1099,"['HUSHPUPPIES', 'NISHATLINEN', ' BORJAN']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1100,"['ALKARAMSTUDIO', 'NISHATLINEN', ' BORJAN']",['HUSHPUPPIES'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1101,"['HUSHPUPPIES', 'NISHATLINEN']","['ALKARAMSTUDIO', ' BORJAN']",0.011363636,0.022727273,0.011363636,1,44,0.011105372,inf
1102,"['ALKARAMSTUDIO', 'NISHATLINEN']","['HUSHPUPPIES', ' BORJAN']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
1103,"['ALKARAMSTUDIO', ' BORJAN']","['HUSHPUPPIES', 'NISHATLINEN']",0.022727273,0.011363636,0.011363636,0.5,44,0.011105372,1.977272727
1104,"['HUSHPUPPIES', 'ALKARAMSTUDIO', ' BORJAN']",['Junaid Jamshad'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1105,"['HUSHPUPPIES', 'ALKARAMSTUDIO', 'Junaid Jamshad']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1106,"['Junaid Jamshad', 'ALKARAMSTUDIO', ' BORJAN']",['HUSHPUPPIES'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1107,"['ALKARAMSTUDIO', ' BORJAN']","['HUSHPUPPIES', 'Junaid Jamshad']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1108,"['ALKARAMSTUDIO', 'Junaid Jamshad']","['HUSHPUPPIES', ' BORJAN']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
1109,"['ALKARAMSTUDIO', 'NISHATLINEN', 'Junaid Jamshad']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1110,"['ALKARAMSTUDIO', 'Junaid Jamshad', ' BORJAN']",['NISHATLINEN'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1111,"[' BORJAN', 'NISHATLINEN', 'Junaid Jamshad']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1112,"['ALKARAMSTUDIO', 'NISHATLINEN', ' BORJAN']",['Junaid Jamshad'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1113,"['ALKARAMSTUDIO', 'Junaid Jamshad']","['NISHATLINEN', ' BORJAN']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1114,"['NISHATLINEN', 'Junaid Jamshad']","['ALKARAMSTUDIO', ' BORJAN']",0.011363636,0.022727273,0.011363636,1,44,0.011105372,inf
1115,"['ALKARAMSTUDIO', 'NISHATLINEN']","[' BORJAN', 'Junaid Jamshad']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1116,"['ALKARAMSTUDIO', ' BORJAN']","['NISHATLINEN', 'Junaid Jamshad']",0.022727273,0.011363636,0.011363636,0.5,44,0.011105372,1.977272727
1117,"['OUTFITTER', 'HUSHPUPPIES', 'ALKARAMSTUDIO']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
1118,"['OUTFITTER', 'HUSHPUPPIES', 'GULAHMED']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1119,"['OUTFITTER', 'ALKARAMSTUDIO', 'GULAHMED']",['HUSHPUPPIES'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1120,"['HUSHPUPPIES', 'ALKARAMSTUDIO', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
1121,"['HUSHPUPPIES', 'GULAHMED']","['OUTFITTER', 'ALKARAMSTUDIO']",0.011363636,0.034090909,0.011363636,1,29.33333333,0.01097624,inf
1122,"['HUSHPUPPIES', 'ALKARAMSTUDIO', 'GULAHMED']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1123,"['HUSHPUPPIES', 'BONANZA', 'GULAHMED']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1124,"['ALKARAMSTUDIO', 'BONANZA', 'GULAHMED']",['HUSHPUPPIES'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1125,"['HUSHPUPPIES', 'ALKARAMSTUDIO', 'BONANZA']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
1126,"['HUSHPUPPIES', 'GULAHMED']","['ALKARAMSTUDIO', 'BONANZA']",0.011363636,0.022727273,0.011363636,1,44,0.011105372,inf
1127,"['ALKARAMSTUDIO', 'BONANZA']","['HUSHPUPPIES', 'GULAHMED']",0.022727273,0.011363636,0.011363636,0.5,44,0.011105372,1.977272727
1128,"['WARDA', 'ALKARAMSTUDIO', 'MARIA.B']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
1129,"['WARDA', 'ALKARAMSTUDIO', 'GULAHMED']",['MARIA.B'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1130,"['WARDA', 'MARIA.B', 'GULAHMED']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1131,"['ALKARAMSTUDIO', 'MARIA.B', 'GULAHMED']",['WARDA'],0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
1132,"['WARDA', 'ALKARAMSTUDIO']","['MARIA.B', 'GULAHMED']",0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
1133,"['WARDA', 'MARIA.B']","['ALKARAMSTUDIO', 'GULAHMED']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1134,"['WARDA', 'GULAHMED']","['ALKARAMSTUDIO', 'MARIA.B']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1135,"['CHENONE', 'ALKARAMSTUDIO', 'MARIA.B']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
1136,"['CHENONE', 'ALKARAMSTUDIO', 'GULAHMED']",['MARIA.B'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1137,"['CHENONE', 'MARIA.B', 'GULAHMED']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1138,"['ALKARAMSTUDIO', 'MARIA.B', 'GULAHMED']",['CHENONE'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
1139,"['CHENONE', 'ALKARAMSTUDIO']","['MARIA.B', 'GULAHMED']",0.022727273,0.056818182,0.011363636,0.5,8.8,0.010072314,1.886363636
1140,"['CHENONE', 'MARIA.B']","['ALKARAMSTUDIO', 'GULAHMED']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1141,"['ALKARAMSTUDIO', 'MARIA.B', 'GULAHMED']",['KHAADI'],0.022727273,0.272727273,0.011363636,0.5,1.833333333,0.005165289,1.454545455
1142,"['KHAADI', 'ALKARAMSTUDIO', 'GULAHMED']",['MARIA.B'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1143,"['KHAADI', 'MARIA.B', 'GULAHMED']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1144,"['ALKARAMSTUDIO', 'MARIA.B', 'KHAADI']",['GULAHMED'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
1145,"['OUTFITTER', 'ALKARAMSTUDIO', 'GULAHMED']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1146,"['OUTFITTER', 'BONANZA', 'GULAHMED']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1147,"['ALKARAMSTUDIO', 'BONANZA', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
1148,"['OUTFITTER', 'ALKARAMSTUDIO', 'BONANZA']",['GULAHMED'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
1149,"['ALKARAMSTUDIO', 'BONANZA']","['OUTFITTER', 'GULAHMED']",0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
1150,"['WARDA', 'ALKARAMSTUDIO', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1151,"['KHAADI', 'WARDA', 'GULAHMED']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1152,"['KHAADI', 'ALKARAMSTUDIO', 'GULAHMED']",['WARDA'],0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
1153,"['WARDA', 'ALKARAMSTUDIO', 'KHAADI']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
1154,"['WARDA', 'GULAHMED']","['ALKARAMSTUDIO', 'KHAADI']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1155,"['WARDA', 'ALKARAMSTUDIO']","['KHAADI', 'GULAHMED']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
1156,"['LIMELIGHT', 'HUSHPUPPIES', 'ALKARAMSTUDIO']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
1157,"['LIMELIGHT', 'HUSHPUPPIES', 'NDURE']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1158,"['LIMELIGHT', 'ALKARAMSTUDIO', 'NDURE']",['HUSHPUPPIES'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1159,"['HUSHPUPPIES', 'ALKARAMSTUDIO', 'NDURE']",['LIMELIGHT'],0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
1160,"['LIMELIGHT', 'HUSHPUPPIES']","['ALKARAMSTUDIO', 'NDURE']",0.011363636,0.034090909,0.011363636,1,29.33333333,0.01097624,inf
1161,"['LIMELIGHT', 'ALKARAMSTUDIO']","['HUSHPUPPIES', 'NDURE']",0.022727273,0.056818182,0.011363636,0.5,8.8,0.010072314,1.886363636
1162,"['NISHATLINEN', 'HUSHPUPPIES', 'ALKARAMSTUDIO']",['Junaid Jamshad'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1163,"['HUSHPUPPIES', 'ALKARAMSTUDIO', 'Junaid Jamshad']",['NISHATLINEN'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1164,"['HUSHPUPPIES', 'NISHATLINEN', 'Junaid Jamshad']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1165,"['ALKARAMSTUDIO', 'NISHATLINEN', 'Junaid Jamshad']",['HUSHPUPPIES'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1166,"['HUSHPUPPIES', 'NISHATLINEN']","['ALKARAMSTUDIO', 'Junaid Jamshad']",0.011363636,0.011363636,0.011363636,1,88,0.011234504,inf
1167,"['ALKARAMSTUDIO', 'NISHATLINEN']","['HUSHPUPPIES', 'Junaid Jamshad']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1168,"['ALKARAMSTUDIO', 'Junaid Jamshad']","['HUSHPUPPIES', 'NISHATLINEN']",0.011363636,0.011363636,0.011363636,1,88,0.011234504,inf
1169,"['NISHATLINEN', 'Junaid Jamshad']","['HUSHPUPPIES', 'ALKARAMSTUDIO']",0.011363636,0.034090909,0.011363636,1,29.33333333,0.01097624,inf
1170,"['OUTFITTER', 'HUSHPUPPIES', 'ALKARAMSTUDIO']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1171,"['OUTFITTER', 'HUSHPUPPIES', 'BONANZA']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1172,"['OUTFITTER', 'ALKARAMSTUDIO', 'BONANZA']",['HUSHPUPPIES'],0.022727273,0.170454545,0.011363636,0.5,2.933333333,0.007489669,1.659090909
1173,"['HUSHPUPPIES', 'ALKARAMSTUDIO', 'BONANZA']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
1174,"['ALKARAMSTUDIO', 'BONANZA']","['OUTFITTER', 'HUSHPUPPIES']",0.022727273,0.102272727,0.011363636,0.5,4.888888889,0.009039256,1.795454545
1175,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'Junaid Jamshad']",['LIMELIGHT'],0.011363636,0.125,0.011363636,1,8,0.009943182,inf
1176,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'LIMELIGHT']",['Junaid Jamshad'],0.011363636,0.409090909,0.011363636,1,2.444444444,0.006714876,inf
1177,"['SANASAFINAZ', 'Junaid Jamshad', 'LIMELIGHT']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1178,"['ALKARAMSTUDIO', 'Junaid Jamshad', 'LIMELIGHT']",['SANASAFINAZ'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1179,"['SANASAFINAZ', 'ALKARAMSTUDIO']","['Junaid Jamshad', 'LIMELIGHT']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1180,"['SANASAFINAZ', 'Junaid Jamshad']","['ALKARAMSTUDIO', 'LIMELIGHT']",0.022727273,0.011363636,0.011363636,0.5,44,0.011105372,1.977272727
1181,"['ALKARAMSTUDIO', 'LIMELIGHT']","['SANASAFINAZ', 'Junaid Jamshad']",0.011363636,0.022727273,0.011363636,1,44,0.011105372,inf
1182,"['ALKARAMSTUDIO', 'Junaid Jamshad', 'KHAADI']",['LIMELIGHT'],0.011363636,0.125,0.011363636,1,8,0.009943182,inf
1183,"['ALKARAMSTUDIO', 'LIMELIGHT', 'KHAADI']",['Junaid Jamshad'],0.011363636,0.409090909,0.011363636,1,2.444444444,0.006714876,inf
1184,"['ALKARAMSTUDIO', 'Junaid Jamshad', 'LIMELIGHT']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1185,"['ALKARAMSTUDIO', 'LIMELIGHT']","['Junaid Jamshad', 'KHAADI']",0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1186,"['LIMELIGHT', 'ALKARAMSTUDIO', 'MARIA.B']",['Junaid Jamshad'],0.011363636,0.409090909,0.011363636,1,2.444444444,0.006714876,inf
1187,"['LIMELIGHT', 'Junaid Jamshad', 'MARIA.B']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1188,"['LIMELIGHT', 'ALKARAMSTUDIO', 'Junaid Jamshad']",['MARIA.B'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1189,"['Junaid Jamshad', 'ALKARAMSTUDIO', 'MARIA.B']",['LIMELIGHT'],0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
1190,"['LIMELIGHT', 'MARIA.B']","['ALKARAMSTUDIO', 'Junaid Jamshad']",0.011363636,0.034090909,0.011363636,1,29.33333333,0.01097624,inf
1191,"['LIMELIGHT', 'ALKARAMSTUDIO']","['Junaid Jamshad', 'MARIA.B']",0.022727273,0.034090909,0.011363636,0.5,14.66666667,0.010588843,1.931818182
1192,"['LIMELIGHT', 'Junaid Jamshad']","['ALKARAMSTUDIO', 'MARIA.B']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1193,"['OUTFITTER', 'ALKARAMSTUDIO', 'NDURE']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
1194,"['OUTFITTER', 'ALKARAMSTUDIO', 'Junaid Jamshad']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
1195,"['OUTFITTER', 'NDURE', 'Junaid Jamshad']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1196,"['Junaid Jamshad', 'ALKARAMSTUDIO', 'NDURE']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
1197,"['Junaid Jamshad', 'ALKARAMSTUDIO', 'NDURE']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1198,"['ALKARAMSTUDIO', 'NDURE', 'BONANZA']",['Junaid Jamshad'],0.011363636,0.409090909,0.011363636,1,2.444444444,0.006714876,inf
1199,"['ALKARAMSTUDIO', 'Junaid Jamshad', 'BONANZA']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
1200,"['ALKARAMSTUDIO', 'BONANZA']","['NDURE', 'Junaid Jamshad']",0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
1201,"['OUTFITTER', 'ALKARAMSTUDIO', 'Junaid Jamshad']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
1202,"['OUTFITTER', 'ALKARAMSTUDIO', 'BONANZA']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
1203,"['ALKARAMSTUDIO', 'Junaid Jamshad', 'BONANZA']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
1204,"['ALKARAMSTUDIO', 'BONANZA']","['OUTFITTER', 'Junaid Jamshad']",0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
1205,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'Junaid Jamshad']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1206,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'KHAADI']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
1207,"['SANASAFINAZ', 'Junaid Jamshad', 'KHAADI']",['ALKARAMSTUDIO'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1208,"['ALKARAMSTUDIO', 'Junaid Jamshad', 'KHAADI']",['SANASAFINAZ'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1209,"['SANASAFINAZ', 'ALKARAMSTUDIO']","['Junaid Jamshad', 'KHAADI']",0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
1210,"['SANASAFINAZ', 'Junaid Jamshad']","['ALKARAMSTUDIO', 'KHAADI']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1211,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'LIMELIGHT']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1212,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'KHAADI']",['LIMELIGHT'],0.022727273,0.125,0.011363636,0.5,4,0.008522727,1.75
1213,"['SANASAFINAZ', 'LIMELIGHT', 'KHAADI']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1214,"['ALKARAMSTUDIO', 'LIMELIGHT', 'KHAADI']",['SANASAFINAZ'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1215,"['SANASAFINAZ', 'ALKARAMSTUDIO']","['LIMELIGHT', 'KHAADI']",0.022727273,0.056818182,0.011363636,0.5,8.8,0.010072314,1.886363636
1216,"['ALKARAMSTUDIO', 'LIMELIGHT']","['SANASAFINAZ', 'KHAADI']",0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
1217,"['WARDA', 'ALKARAMSTUDIO', 'MARIA.B']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1218,"['WARDA', 'ALKARAMSTUDIO', 'KHAADI']",['MARIA.B'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1219,"['WARDA', 'MARIA.B', 'KHAADI']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1220,"['ALKARAMSTUDIO', 'MARIA.B', 'KHAADI']",['WARDA'],0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
1221,"['WARDA', 'ALKARAMSTUDIO']","['MARIA.B', 'KHAADI']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1222,"['WARDA', 'MARIA.B']","['ALKARAMSTUDIO', 'KHAADI']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1223,"['ALKARAMSTUDIO', 'MARIA.B', 'KAYSERIA']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1224,"['ALKARAMSTUDIO', 'MARIA.B', 'KHAADI']",['KAYSERIA'],0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
1225,"['KHAADI', 'MARIA.B', 'KAYSERIA']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1226,"['ALKARAMSTUDIO', 'KAYSERIA', 'KHAADI']",['MARIA.B'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1227,"['MARIA.B', 'KAYSERIA']","['ALKARAMSTUDIO', 'KHAADI']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1228,"['ALKARAMSTUDIO', 'KAYSERIA']","['MARIA.B', 'KHAADI']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
1229,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'METRO']",['SAPPHIRE'],0.011363636,0.090909091,0.011363636,1,11,0.010330579,inf
1230,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'SAPPHIRE']",['METRO'],0.011363636,0.147727273,0.011363636,1,6.769230769,0.009684917,inf
1231,"['SANASAFINAZ', 'METRO', 'SAPPHIRE']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1232,"['ALKARAMSTUDIO', 'METRO', 'SAPPHIRE']",['SANASAFINAZ'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1233,"['SANASAFINAZ', 'ALKARAMSTUDIO']","['METRO', 'SAPPHIRE']",0.022727273,0.011363636,0.011363636,0.5,44,0.011105372,1.977272727
1234,"['SANASAFINAZ', 'METRO']","['ALKARAMSTUDIO', 'SAPPHIRE']",0.011363636,0.022727273,0.011363636,1,44,0.011105372,inf
1235,"['SANASAFINAZ', 'SAPPHIRE']","['ALKARAMSTUDIO', 'METRO']",0.011363636,0.011363636,0.011363636,1,88,0.011234504,inf
1236,"['ALKARAMSTUDIO', 'METRO']","['SANASAFINAZ', 'SAPPHIRE']",0.011363636,0.011363636,0.011363636,1,88,0.011234504,inf
1237,"['ALKARAMSTUDIO', 'SAPPHIRE']","['SANASAFINAZ', 'METRO']",0.022727273,0.011363636,0.011363636,0.5,44,0.011105372,1.977272727
1238,"['METRO', 'SAPPHIRE']","['SANASAFINAZ', 'ALKARAMSTUDIO']",0.011363636,0.022727273,0.011363636,1,44,0.011105372,inf
1239,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'METRO']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
1240,"['SANASAFINAZ', 'ALKARAMSTUDIO', 'KHAADI']",['METRO'],0.022727273,0.147727273,0.011363636,0.5,3.384615385,0.008006198,1.704545455
1241,"['SANASAFINAZ', 'METRO', 'KHAADI']",['ALKARAMSTUDIO'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
1242,"['ALKARAMSTUDIO', 'METRO', 'KHAADI']",['SANASAFINAZ'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
1243,"['SANASAFINAZ', 'ALKARAMSTUDIO']","['METRO', 'KHAADI']",0.022727273,0.056818182,0.011363636,0.5,8.8,0.010072314,1.886363636
1244,"['SANASAFINAZ', 'METRO']","['ALKARAMSTUDIO', 'KHAADI']",0.011363636,0.045454545,0.011363636,1,22,0.010847107,inf
