,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
2371,"['SANASAFINAZ', 'OUTFITTER', 'NDURE']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2372,"['SANASAFINAZ', 'OUTFITTER', ' BORJAN']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
2373,"['SANASAFINAZ', 'NDURE', ' BORJAN']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2374,"['SANASAFINAZ', 'OUTFITTER']","['NDURE', ' BORJAN']",0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
2375,"['SANASAFINAZ', 'NDURE']","['OUTFITTER', ' BORJAN']",0.011363636,0.113636364,0.011363636,1,8.8,0.010072314,inf
2376,"['SANASAFINAZ', ' BORJAN']","['OUTFITTER', 'NDURE']",0.011363636,0.125,0.011363636,1,8,0.009943182,inf
2377,"['OUTFITTER', 'SOLOTO', 'NIKE']",[' BORJAN'],0.022727273,0.272727273,0.011363636,0.5,1.833333333,0.005165289,1.454545455
2378,"['OUTFITTER', 'SOLOTO', ' BORJAN']",['NIKE'],0.011363636,0.375,0.011363636,1,2.666666667,0.007102273,inf
2379,"['NIKE', 'SOLOTO', ' BORJAN']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2380,"['OUTFITTER', 'SOLOTO']","['NIKE', ' BORJAN']",0.022727273,0.113636364,0.011363636,0.5,4.4,0.008780992,1.772727273
2381,"['NIKE', 'SOLOTO']","['OUTFITTER', ' BORJAN']",0.022727273,0.113636364,0.011363636,0.5,4.4,0.008780992,1.772727273
2382,"['SOLOTO', ' BORJAN']","['OUTFITTER', 'NIKE']",0.011363636,0.227272727,0.011363636,1,4.4,0.008780992,inf
2383,['SOLOTO'],"['OUTFITTER', 'NIKE', ' BORJAN']",0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
2384,"['OUTFITTER', ' BORJAN', 'BONANZA']",['NIKE'],0.011363636,0.375,0.011363636,1,2.666666667,0.007102273,inf
2385,"['NIKE', ' BORJAN', 'BONANZA']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2386,"['OUTFITTER', 'NIKE', 'GULAHMED']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2387,"['OUTFITTER', ' BORJAN', 'GULAHMED']",['NIKE'],0.022727273,0.375,0.011363636,0.5,1.333333333,0.002840909,1.25
2388,"['NIKE', ' BORJAN', 'GULAHMED']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2389,"['OUTFITTER', 'NIKE', ' BORJAN']",['Junaid Jamshad'],0.068181818,0.079545455,0.034090909,0.5,6.285714286,0.028667355,1.840909091
2390,"['OUTFITTER', 'Junaid Jamshad', ' BORJAN']",['NIKE'],0.034090909,0.375,0.034090909,1,2.666666667,0.021306818,inf
2391,"['OUTFITTER', 'NIKE', 'Junaid Jamshad']",[' BORJAN'],0.068181818,0.272727273,0.034090909,0.5,1.833333333,0.015495868,1.454545455
2392,"['NIKE', 'Junaid Jamshad', ' BORJAN']",['OUTFITTER'],0.034090909,0.477272727,0.034090909,1,2.095238095,0.017820248,inf
2393,"['OUTFITTER', 'Junaid Jamshad']","['NIKE', ' BORJAN']",0.068181818,0.113636364,0.034090909,0.5,4.4,0.026342975,1.772727273
2394,"['Junaid Jamshad', ' BORJAN']","['OUTFITTER', 'NIKE']",0.045454545,0.227272727,0.034090909,0.75,3.3,0.023760331,3.090909091
2395,"['NIKE', 'Junaid Jamshad']","['OUTFITTER', ' BORJAN']",0.068181818,0.113636364,0.034090909,0.5,4.4,0.026342975,1.772727273
2396,"['OUTFITTER', ' BORJAN', 'KHAADI']",['NIKE'],0.022727273,0.375,0.011363636,0.5,1.333333333,0.002840909,1.25
2397,"['NIKE', 'SOLOTO', 'Junaid Jamshad']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2398,"['NIKE', 'SOLOTO', ' BORJAN']",['Junaid Jamshad'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
2399,"['SOLOTO', 'Junaid Jamshad', ' BORJAN']",['NIKE'],0.011363636,0.375,0.011363636,1,2.666666667,0.007102273,inf
2400,"['NIKE', 'SOLOTO']","[' BORJAN', 'Junaid Jamshad']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
2401,"['SOLOTO', 'Junaid Jamshad']","['NIKE', ' BORJAN']",0.011363636,0.113636364,0.011363636,1,8.8,0.010072314,inf
2402,"['SOLOTO', ' BORJAN']","['NIKE', 'Junaid Jamshad']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2403,['SOLOTO'],"['NIKE', ' BORJAN', 'Junaid Jamshad']",0.022727273,0.034090909,0.011363636,0.5,14.66666667,0.010588843,1.931818182
2404,"['CHENONE', 'NISHATLINEN', ' BORJAN']",['SILKAVENUE'],0.022727273,0.079545455,0.022727273,1,12.57142857,0.020919421,inf
2405,"['CHENONE', 'SILKAVENUE', ' BORJAN']",['NISHATLINEN'],0.022727273,0.079545455,0.022727273,1,12.57142857,0.020919421,inf
2406,"['CHENONE', 'NISHATLINEN', 'SILKAVENUE']",[' BORJAN'],0.022727273,0.272727273,0.022727273,1,3.666666667,0.016528926,inf
2407,"['SILKAVENUE', 'NISHATLINEN', ' BORJAN']",['CHENONE'],0.022727273,0.193181818,0.022727273,1,5.176470588,0.018336777,inf
2408,"['CHENONE', 'NISHATLINEN']","['SILKAVENUE', ' BORJAN']",0.034090909,0.022727273,0.022727273,0.666666667,29.33333333,0.021952479,2.931818182
2409,"['CHENONE', 'SILKAVENUE']","['NISHATLINEN', ' BORJAN']",0.022727273,0.045454545,0.022727273,1,22,0.021694215,inf
2410,"['NISHATLINEN', ' BORJAN']","['CHENONE', 'SILKAVENUE']",0.045454545,0.022727273,0.022727273,0.5,22,0.021694215,1.954545455
2411,"['SILKAVENUE', ' BORJAN']","['CHENONE', 'NISHATLINEN']",0.022727273,0.034090909,0.022727273,1,29.33333333,0.021952479,inf
2412,"['NISHATLINEN', 'SILKAVENUE']","['CHENONE', ' BORJAN']",0.034090909,0.056818182,0.022727273,0.666666667,11.73333333,0.020790289,2.829545455
2413,"['NISHATLINEN', 'STYLO', ' BORJAN']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2414,"['NISHATLINEN', 'STYLO', 'KHAADI']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2415,"['STYLO', ' BORJAN', 'KHAADI']",['NISHATLINEN'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
2416,"['NISHATLINEN', ' BORJAN', 'KHAADI']",['STYLO'],0.011363636,0.147727273,0.011363636,1,6.769230769,0.009684917,inf
2417,"['NISHATLINEN', 'STYLO']","[' BORJAN', 'KHAADI']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2418,"['STYLO', ' BORJAN']","['NISHATLINEN', 'KHAADI']",0.011363636,0.011363636,0.011363636,1,88,0.011234504,inf
2419,"['NISHATLINEN', 'KHAADI']","['STYLO', ' BORJAN']",0.011363636,0.011363636,0.011363636,1,88,0.011234504,inf
2420,"['OUTFITTER', 'SOLOTO', 'Junaid Jamshad']",[' BORJAN'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2421,"['OUTFITTER', 'SOLOTO', ' BORJAN']",['Junaid Jamshad'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
2422,"['SOLOTO', 'Junaid Jamshad', ' BORJAN']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2423,"['OUTFITTER', 'SOLOTO']","[' BORJAN', 'Junaid Jamshad']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
2424,"['SOLOTO', 'Junaid Jamshad']","['OUTFITTER', ' BORJAN']",0.011363636,0.113636364,0.011363636,1,8.8,0.010072314,inf
2425,"['SOLOTO', ' BORJAN']","['OUTFITTER', 'Junaid Jamshad']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2426,['SOLOTO'],"['OUTFITTER', ' BORJAN', 'Junaid Jamshad']",0.022727273,0.034090909,0.011363636,0.5,14.66666667,0.010588843,1.931818182
2427,"['OUTFITTER', 'HUSHPUPPIES', 'GULAHMED']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
2428,"['OUTFITTER', 'BONANZA', 'GULAHMED']",['HUSHPUPPIES'],0.022727273,0.170454545,0.011363636,0.5,2.933333333,0.007489669,1.659090909
2429,"['HUSHPUPPIES', 'BONANZA', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2430,"['OUTFITTER', 'HUSHPUPPIES', 'BONANZA']",['GULAHMED'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
2431,"['HUSHPUPPIES', 'GULAHMED']","['OUTFITTER', 'BONANZA']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2432,"['NIKE', 'OUTFITTER', 'GULAHMED']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
2433,"['NIKE', 'Junaid Jamshad', 'GULAHMED']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2434,"['OUTFITTER', 'Junaid Jamshad', 'GULAHMED']",['NIKE'],0.011363636,0.375,0.011363636,1,2.666666667,0.007102273,inf
2435,"['NIKE', 'Junaid Jamshad', 'GULAHMED']",['BONANZA'],0.022727273,0.170454545,0.022727273,1,5.866666667,0.018853306,inf
2436,"['NIKE', 'BONANZA', 'GULAHMED']",['Junaid Jamshad'],0.022727273,0.409090909,0.022727273,1,2.444444444,0.013429752,inf
2437,"['BONANZA', 'Junaid Jamshad', 'GULAHMED']",['NIKE'],0.034090909,0.375,0.022727273,0.666666667,1.777777778,0.009943182,1.875
2438,"['NIKE', 'GULAHMED']","['Junaid Jamshad', 'BONANZA']",0.034090909,0.125,0.022727273,0.666666667,5.333333333,0.018465909,2.625
2439,"['Junaid Jamshad', 'GULAHMED']","['NIKE', 'BONANZA']",0.045454545,0.079545455,0.022727273,0.5,6.285714286,0.01911157,1.840909091
2440,"['BONANZA', 'GULAHMED']","['NIKE', 'Junaid Jamshad']",0.045454545,0.181818182,0.022727273,0.5,2.75,0.01446281,1.636363636
2441,"['OUTFITTER', 'Junaid Jamshad', 'GULAHMED']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
2442,"['OUTFITTER', 'BONANZA', 'GULAHMED']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
2443,"['SANASAFINAZ', 'Junaid Jamshad', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2444,"['SANASAFINAZ', 'KHAADI', 'GULAHMED']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
2445,"['SANASAFINAZ', 'Junaid Jamshad', 'KHAADI']",['GULAHMED'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
2446,"['KHAADI', 'Junaid Jamshad', 'GULAHMED']",['SANASAFINAZ'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
2447,"['SANASAFINAZ', 'GULAHMED']","['Junaid Jamshad', 'KHAADI']",0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
2448,"['SANASAFINAZ', 'Junaid Jamshad']","['KHAADI', 'GULAHMED']",0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
2449,"['OUTFITTER', 'NIKE', 'MARIA.B']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2450,"['OUTFITTER', 'NIKE', 'GULAHMED']",['MARIA.B'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
2451,"['OUTFITTER', 'MARIA.B', 'GULAHMED']",['NIKE'],0.011363636,0.375,0.011363636,1,2.666666667,0.007102273,inf
2452,"['NIKE', 'MARIA.B', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2453,"['OUTFITTER', 'MARIA.B']","['NIKE', 'GULAHMED']",0.011363636,0.034090909,0.011363636,1,29.33333333,0.01097624,inf
2454,"['NIKE', 'MARIA.B', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2455,"['KHAADI', 'NIKE', 'GULAHMED']",['MARIA.B'],0.011363636,0.136363636,0.011363636,1,7.333333333,0.00981405,inf
2456,"['KHAADI', 'MARIA.B', 'GULAHMED']",['NIKE'],0.022727273,0.375,0.011363636,0.5,1.333333333,0.002840909,1.25
2457,"['NIKE', 'MARIA.B', 'KHAADI']",['GULAHMED'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
2458,"['OUTFITTER', 'MARIA.B', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2459,"['KHAADI', 'MARIA.B', 'GULAHMED']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2460,"['OUTFITTER', 'MARIA.B', 'KHAADI']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2461,"['OUTFITTER', 'MARIA.B']","['KHAADI', 'GULAHMED']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2462,"['BEECHTREE', 'MARIA.B', 'GULAHMED']",['SAPPHIRE'],0.022727273,0.090909091,0.022727273,1,11,0.020661157,inf
2463,"['BEECHTREE', 'SAPPHIRE', 'GULAHMED']",['MARIA.B'],0.022727273,0.136363636,0.022727273,1,7.333333333,0.019628099,inf
2464,"['SAPPHIRE', 'MARIA.B', 'GULAHMED']",['BEECHTREE'],0.022727273,0.034090909,0.022727273,1,29.33333333,0.021952479,inf
2465,"['BEECHTREE', 'MARIA.B', 'SAPPHIRE']",['GULAHMED'],0.022727273,0.193181818,0.022727273,1,5.176470588,0.018336777,inf
2466,"['BEECHTREE', 'GULAHMED']","['MARIA.B', 'SAPPHIRE']",0.022727273,0.034090909,0.022727273,1,29.33333333,0.021952479,inf
2467,"['SAPPHIRE', 'GULAHMED']","['BEECHTREE', 'MARIA.B']",0.034090909,0.022727273,0.022727273,0.666666667,29.33333333,0.021952479,2.931818182
2468,"['BEECHTREE', 'MARIA.B']","['SAPPHIRE', 'GULAHMED']",0.022727273,0.034090909,0.022727273,1,29.33333333,0.021952479,inf
2469,"['BEECHTREE', 'SAPPHIRE']","['MARIA.B', 'GULAHMED']",0.022727273,0.056818182,0.022727273,1,17.6,0.02143595,inf
2470,"['MARIA.B', 'SAPPHIRE']","['BEECHTREE', 'GULAHMED']",0.034090909,0.022727273,0.022727273,0.666666667,29.33333333,0.021952479,2.931818182
2471,['BEECHTREE'],"['SAPPHIRE', 'MARIA.B', 'GULAHMED']",0.034090909,0.022727273,0.022727273,0.666666667,29.33333333,0.021952479,2.931818182
2472,"['WARDA', 'MARIA.B', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2473,"['KHAADI', 'WARDA', 'GULAHMED']",['MARIA.B'],0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
2474,"['KHAADI', 'MARIA.B', 'GULAHMED']",['WARDA'],0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
2475,"['WARDA', 'MARIA.B', 'KHAADI']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2476,"['WARDA', 'GULAHMED']","['MARIA.B', 'KHAADI']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
2477,"['WARDA', 'MARIA.B']","['KHAADI', 'GULAHMED']",0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
2478,"['SANASAFINAZ', 'OUTFITTER', 'NDURE']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2479,"['SANASAFINAZ', 'OUTFITTER', 'GULAHMED']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
2480,"['SANASAFINAZ', 'NDURE', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2481,"['OUTFITTER', 'NDURE', 'GULAHMED']",['SANASAFINAZ'],0.022727273,0.079545455,0.011363636,0.5,6.285714286,0.009555785,1.840909091
2482,"['SANASAFINAZ', 'OUTFITTER']","['NDURE', 'GULAHMED']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
2483,"['SANASAFINAZ', 'NDURE']","['OUTFITTER', 'GULAHMED']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2484,"['SANASAFINAZ', 'GULAHMED']","['OUTFITTER', 'NDURE']",0.022727273,0.125,0.011363636,0.5,4,0.008522727,1.75
2485,"['CHENONE', 'OUTFITTER', 'NDURE']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2486,"['CHENONE', 'OUTFITTER', 'GULAHMED']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
2487,"['CHENONE', 'NDURE', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2488,"['OUTFITTER', 'NDURE', 'GULAHMED']",['CHENONE'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
2489,"['OUTFITTER', 'NDURE', 'GULAHMED']",['KHAADI'],0.022727273,0.272727273,0.011363636,0.5,1.833333333,0.005165289,1.454545455
2490,"['KHAADI', 'NDURE', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2491,"['OUTFITTER', 'NDURE', 'KHAADI']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2492,"['NDURE', 'KHAADI']","['OUTFITTER', 'GULAHMED']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2493,"['SANASAFINAZ', 'NDURE', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2494,"['SANASAFINAZ', 'KHAADI', 'GULAHMED']",['NDURE'],0.022727273,0.25,0.011363636,0.5,2,0.005681818,1.5
2495,"['SANASAFINAZ', 'NDURE', 'KHAADI']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2496,"['KHAADI', 'NDURE', 'GULAHMED']",['SANASAFINAZ'],0.011363636,0.079545455,0.011363636,1,12.57142857,0.010459711,inf
2497,"['SANASAFINAZ', 'GULAHMED']","['NDURE', 'KHAADI']",0.022727273,0.011363636,0.011363636,0.5,44,0.011105372,1.977272727
2498,"['SANASAFINAZ', 'NDURE']","['KHAADI', 'GULAHMED']",0.011363636,0.068181818,0.011363636,1,14.66666667,0.010588843,inf
2499,"['NDURE', 'KHAADI']","['SANASAFINAZ', 'GULAHMED']",0.011363636,0.022727273,0.011363636,1,44,0.011105372,inf
2500,"['LIMELIGHT', 'NDURE', 'GULAHMED']",['SAPPHIRE'],0.022727273,0.090909091,0.011363636,0.5,5.5,0.009297521,1.818181818
2501,"['LIMELIGHT', 'SAPPHIRE', 'GULAHMED']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
2502,"['LIMELIGHT', 'NDURE', 'SAPPHIRE']",['GULAHMED'],0.011363636,0.193181818,0.011363636,1,5.176470588,0.009168388,inf
2503,"['SAPPHIRE', 'NDURE', 'GULAHMED']",['LIMELIGHT'],0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
2504,"['LIMELIGHT', 'GULAHMED']","['NDURE', 'SAPPHIRE']",0.022727273,0.022727273,0.011363636,0.5,22,0.010847107,1.954545455
2505,"['LIMELIGHT', 'SAPPHIRE']","['NDURE', 'GULAHMED']",0.022727273,0.045454545,0.011363636,0.5,11,0.010330579,1.909090909
2506,"['NDURE', 'SAPPHIRE']","['LIMELIGHT', 'GULAHMED']",0.022727273,0.022727273,0.011363636,0.5,22,0.010847107,1.954545455
2507,"['OUTFITTER', 'NIKE', 'GULAHMED']",['BONANZA'],0.022727273,0.170454545,0.011363636,0.5,2.933333333,0.007489669,1.659090909
2508,"['OUTFITTER', 'BONANZA', 'GULAHMED']",['NIKE'],0.022727273,0.375,0.011363636,0.5,1.333333333,0.002840909,1.25
2509,"['NIKE', 'BONANZA', 'GULAHMED']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2510,"['OUTFITTER', 'NIKE', 'GULAHMED']",['KHAADI'],0.022727273,0.272727273,0.011363636,0.5,1.833333333,0.005165289,1.454545455
2511,"['KHAADI', 'NIKE', 'GULAHMED']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2512,"['SANASAFINAZ', 'OUTFITTER', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2513,"['SANASAFINAZ', 'KHAADI', 'GULAHMED']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2514,"['SANASAFINAZ', 'OUTFITTER', 'KHAADI']",['GULAHMED'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
2515,"['SANASAFINAZ', 'GULAHMED']","['OUTFITTER', 'KHAADI']",0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
2516,"['SANASAFINAZ', 'OUTFITTER']","['KHAADI', 'GULAHMED']",0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
2517,"['OUTFITTER', 'WARDA', 'GULAHMED']",['KHAADI'],0.011363636,0.272727273,0.011363636,1,3.666666667,0.008264463,inf
2518,"['KHAADI', 'WARDA', 'GULAHMED']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2519,"['OUTFITTER', 'WARDA', 'KHAADI']",['GULAHMED'],0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
2520,"['WARDA', 'GULAHMED']","['OUTFITTER', 'KHAADI']",0.022727273,0.136363636,0.011363636,0.5,3.666666667,0.008264463,1.727272727
2521,"['OUTFITTER', 'WARDA']","['KHAADI', 'GULAHMED']",0.022727273,0.068181818,0.011363636,0.5,7.333333333,0.00981405,1.863636364
2522,"['Junaid Jamshad', 'HUSHPUPPIES', 'NDURE']",['GULAHMED'],0.011363636,0.102272727,0.011363636,1,9.777777778,0.010201446,inf
2523,"['HUSHPUPPIES', 'NDURE', 'GULAHMED']",['Junaid Jamshad'],0.011363636,0.409090909,0.011363636,1,2.444444444,0.006714876,inf
2524,"['NDURE', 'Junaid Jamshad', 'GULAHMED']",['HUSHPUPPIES'],0.022727273,0.170454545,0.011363636,0.5,2.933333333,0.007489669,1.659090909
2525,"['NIKE', 'HUSHPUPPIES', 'Junaid Jamshad']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2526,"['NIKE', 'HUSHPUPPIES', 'Junaid Jamshad']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
2527,"['NIKE', 'HUSHPUPPIES', 'BONANZA']",['Junaid Jamshad'],0.011363636,0.409090909,0.011363636,1,2.444444444,0.006714876,inf
2528,"['HUSHPUPPIES', 'Junaid Jamshad', 'BONANZA']",['NIKE'],0.022727273,0.375,0.011363636,0.5,1.333333333,0.002840909,1.25
2529,"['OUTFITTER', 'HUSHPUPPIES', 'BONANZA']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
2530,"['HUSHPUPPIES', 'Junaid Jamshad', 'BONANZA']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2531,"['OUTFITTER', 'HUSHPUPPIES', 'Junaid Jamshad']",['GULAHMED'],0.045454545,0.102272727,0.022727273,0.5,4.888888889,0.018078512,1.795454545
2532,"['OUTFITTER', 'HUSHPUPPIES', 'GULAHMED']",['Junaid Jamshad'],0.022727273,0.409090909,0.022727273,1,2.444444444,0.013429752,inf
2533,"['OUTFITTER', 'Junaid Jamshad', 'GULAHMED']",['HUSHPUPPIES'],0.022727273,0.170454545,0.022727273,1,5.866666667,0.018853306,inf
2534,"['HUSHPUPPIES', 'Junaid Jamshad', 'GULAHMED']",['OUTFITTER'],0.034090909,0.477272727,0.022727273,0.666666667,1.396825397,0.006456612,1.568181818
2535,"['OUTFITTER', 'GULAHMED']","['HUSHPUPPIES', 'Junaid Jamshad']",0.045454545,0.068181818,0.022727273,0.5,7.333333333,0.019628099,1.863636364
2536,"['HUSHPUPPIES', 'GULAHMED']","['OUTFITTER', 'Junaid Jamshad']",0.034090909,0.193181818,0.022727273,0.666666667,3.450980392,0.016141529,2.420454545
2537,"['Junaid Jamshad', 'GULAHMED']","['OUTFITTER', 'HUSHPUPPIES']",0.045454545,0.102272727,0.022727273,0.5,4.888888889,0.018078512,1.795454545
2538,"['OUTFITTER', 'HUSHPUPPIES', 'KHAADI']",['Junaid Jamshad'],0.022727273,0.409090909,0.011363636,0.5,1.222222222,0.002066116,1.181818182
2539,"['HUSHPUPPIES', 'Junaid Jamshad', 'KHAADI']",['OUTFITTER'],0.011363636,0.477272727,0.011363636,1,2.095238095,0.005940083,inf
2540,"['HUSHPUPPIES', 'KHAADI']","['OUTFITTER', 'Junaid Jamshad']",0.022727273,0.193181818,0.011363636,0.5,2.588235294,0.00697314,1.613636364
2541,"['HUSHPUPPIES', 'METRO', 'NDURE']",['BONANZA'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
2542,"['HUSHPUPPIES', 'METRO', 'BONANZA']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
2543,"['HUSHPUPPIES', 'NDURE', 'BONANZA']",['METRO'],0.011363636,0.147727273,0.011363636,1,6.769230769,0.009684917,inf
2544,"['NDURE', 'METRO', 'BONANZA']",['HUSHPUPPIES'],0.011363636,0.170454545,0.011363636,1,5.866666667,0.009426653,inf
2545,"['HUSHPUPPIES', 'METRO']","['NDURE', 'BONANZA']",0.011363636,0.056818182,0.011363636,1,17.6,0.010717975,inf
2546,"['OUTFITTER', 'HUSHPUPPIES', 'NDURE']",['NIKE'],0.011363636,0.375,0.011363636,1,2.666666667,0.007102273,inf
2547,"['NIKE', 'HUSHPUPPIES', 'NDURE']",['OUTFITTER'],0.022727273,0.477272727,0.011363636,0.5,1.047619048,0.000516529,1.045454545
2548,"['CHENONE', 'HUSHPUPPIES', 'NIKE']",['NDURE'],0.011363636,0.25,0.011363636,1,4,0.008522727,inf
2549,"['CHENONE', 'HUSHPUPPIES', 'NDURE']",['NIKE'],0.011363636,0.375,0.011363636,1,2.666666667,0.007102273,inf
2550,"['CHENONE', 'NDURE', 'NIKE']",['HUSHPUPPIES'],0.022727273,0.170454545,0.011363636,0.5,2.933333333,0.007489669,1.659090909
