brand_id,brand_name,category_id,category_name,date,gender_category,gender_id,image_link,image_link2,overview,price,product_link,rating,sale_price,status,title
1,khaadi,10,accessories,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/a/f/afwf21218_silver_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/a/f/afwf21218_silver_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female accessories Kohlapuri female,2190,https://pk.khaadi.com/afwf21218-silver-afwf21218-silver-pk.html,Good,1530,avb,Kohlapuri
1,khaadi,10,accessories,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/a/f/afwf21219_black_1_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/a/f/afwf21219_black_1_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female accessories Khussa Slipper female,1990,https://pk.khaadi.com/afwf21219-black-afwf21219-black-pk.html,Good,1390,avb,Khussa Slipper
1,khaadi,10,accessories,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/a/h/ahhb21211_black_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/a/h/ahhb21211_black_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female accessories Headband female,410,https://pk.khaadi.com/ahhb21211-black-ahhb21211-black-pk.html,Good,285,avb,Headband
1,khaadi,4,kameezshalwar_stitched,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_off-white_1_7.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/c/t/ctp20208_off-white_3_7.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Kurta female,3490,https://pk.khaadi.com/ctp20208-off-white-ctp20208-off-white-pk.html,Good,1745,avb,Kurta
1,khaadi,4,kameezshalwar_stitched,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/c/k/ckde20132s_green_1_13.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/c/k/ckde20132s_green_2_13.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Dupatta female,990,https://pk.khaadi.com/ckde20132s-green-ckde20132s-green-pk.html,Good,690,avb,Dupatta
1,khaadi,4,kameezshalwar_stitched,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/ee3pp21101s_beige_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/ee3pp21101s_beige_2.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Dupatta female,990,https://pk.khaadi.com/ee3pp21101s-beige-ee3pp21101s-beige-pk.html,Good,690,avb,Dupatta
1,khaadi,4,kameezshalwar_stitched,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/eekdpe21201s_grey_1_4.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/eekdpe21201s_grey_2_4.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Dupatta female,1190,https://pk.khaadi.com/eekdpe21201s-grey-eekdpe21201s-grey-pk.html,Good,830,avb,Dupatta
1,khaadi,4,kameezshalwar_stitched,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/eepe21105_blue_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/eepe21105_blue_2.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Pants female,1490,https://pk.khaadi.com/eepe21105-blue-eepe21105-blue-pk.html,Good,1040,avb,Pants
1,khaadi,4,kameezshalwar_stitched,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/eete21316b_yellow_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/eete21316b_yellow_2.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Shalwar female,1390,https://pk.khaadi.com/eete21316b-yellow-eete21316b-yellow-pk.html,Good,970,avb,Shalwar
1,khaadi,4,kameezshalwar_stitched,2021-10-21,female,1,"https://pk.khaadi.com/media/catalog/product/e/e/eete21319_blue_1_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds","https://pk.khaadi.com/media/catalog/product/e/e/eete21319_blue_2_1.jpg?width=300&height=&canvas=300:&quality=80&bg-color=255,255,255&fit=bounds",khaadi female kameezshalwar_stitched Kurta female,2290,https://pk.khaadi.com/eete21319-blue-eete21319-blue-pk.html,Good,1600,avb,Kurta
